"ID","Name","Published Date","Video Views","Engagement Score","Video Percent Viewed" 
"5366714469001","EMEIA Fraud Survey 2015: Fraud and corruption – the easy option for growth?","2017-03-21T09:23:42.202Z","0","0","0"
"5369403138001","EOY30_2-9","2017-03-23T05:56:56.772Z","0","0","0"
"5369423658001","Fuse - How is it different","2017-03-23T06:45:44.725Z","0","0","0"
"5369433235001","Fuse - How is it different","2017-03-23T06:58:32.364Z","0","0","0"
"5370911663001","Video Introduction and Tutorial","2017-03-24T08:01:10.622Z","0","0","0"
"5383078396001","What is your role in achieving M&M V2020_Miguel_Zweig","2017-04-03T08:18:17.827Z","0","0","0"
"5383544663001","Lee Downham discusses TAS strategy","2017-04-03T17:22:34.022Z","3","72.64","217.91"
"5384265728001","PRIME 2.0 launch ","2017-04-04T04:46:17.069Z","0","0","0"
"5384289369001","IFRS as a differentiator – Why EY","2017-04-04T05:29:09.014Z","0","0","0"
"5384365838001","EY hosts International Council on Mining and Metals (ICMM) Tax committee ","2017-04-04T07:22:53.817Z","0","0","0"
"5384368463001","Tax big bets in Mining & Metals  ","2017-04-04T07:27:37.958Z","3","54.01","162.03"
"5384461958001","Digital Navigator for Mining companies","2017-04-04T09:13:07.632Z","0","0","0"
"5384496089001","Introduction message from our Global Risk Assurance Leader Martin Wijnmaalen","2017-04-04T10:09:04.504Z","0","0","0"
"5384669222001","What can private clients expect from EY?","2017-04-04T13:51:02.976Z","0","0","0"
"5384672885001","How can we deliver a quality EY Audit to our private clients?","2017-04-04T13:56:58.465Z","0","0","0"
"5384683039001","Introduction to EY Private Client Services","2017-04-04T13:59:24.770Z","4","29.26","117.06"
"5384689298001","What FSCPA is","2017-04-04T14:03:17.266Z","0","0","0"
"5384701678001","Benchmarking tool","2017-04-04T14:04:59.327Z","0","0","0"
"5384684498001","FSCP Maturity assessment tool","2017-04-04T14:06:38.287Z","0","0","0"
"5384692038001","Collect client data","2017-04-04T14:08:57.443Z","0","0","0"
"5384689313001","What ABA is","2017-04-04T14:10:41.582Z","0","0","0"
"5384704225001","Analyze and deliver results","2017-04-04T14:12:02.705Z","0","0","0"
"5384701718001","Internal controls effectiveness: Overview","2017-04-04T14:14:26.124Z","5","59.7","298.5"
"5384704238001","Control framework maturity questionnaire","2017-04-04T14:15:30.437Z","0","0","0"
"5384692073001","What WCA is","2017-04-04T14:16:44.789Z","0","0","0"
"5386192705001","ABA webcast replay","2017-04-05T14:54:20.063Z","0","0","0"
"5387175088001","International Financial Reporting Standards (IFRS) as a differentiator – Why EY?","2017-04-06T04:55:35.646Z","2","0","0"
"5387204963001","Productivity on the agenda for iron ore miners","2017-04-06T05:41:19.811Z","0","0","0"
"5387359702001","Lee Downham introduces the Portfolio Optimization solution ","2017-04-06T08:16:18.900Z","4","29.31","117.24"
"5388007994001","Entrepreneurship GBB video","2017-04-06T17:30:50.683Z","1","5.68","5.68"
"5392222735001","Global Real Estate Funds and Investment Management partners in conversation","2017-04-10T07:34:44.683Z","0","0","0"
"5392521999001","Cost reduction","2017-04-10T13:24:03.944Z","0","0","0"
"5392546574001","Mining productivity","2017-04-10T13:27:56.947Z","0","0","0"
"5392548686001","Volatility in mining and metals","2017-04-10T13:30:37.272Z","0","0","0"
"5392550520001","Capital effectiveness","2017-04-10T13:33:41.519Z","1","17.81","17.81"
"5392550557001","Portfolio optimization","2017-04-10T13:37:29.694Z","1","13.85","13.85"
"5392556777001","Working capital","2017-04-10T13:38:04.545Z","1","3.44","3.44"
"5392674393001","Global TAS Sector Leader Matt Rennie discusses our FY 2017 performance so far","2017-04-10T15:45:25.690Z","2","3.4","6.8"
"5393659927001","Distressed assets","2017-04-11T11:06:03.296Z","0","0","0"
"5393686658001","Capital effectiveness in mining ","2017-04-11T11:27:33.662Z","0","0","0"
"5393717176001","Productivity in mining","2017-04-11T12:09:53.918Z","0","0","0"
"5393711773001","Working Capital","2017-04-11T12:21:23.851Z","1","3.44","3.44"
"5393714277001","Working Capital","2017-04-11T12:21:24.279Z","0","0","0"
"5393720035001","Cost reduction in mining","2017-04-11T12:25:01.581Z","0","0","0"
"5393717225001","Portfolio optimization","2017-04-11T12:29:53.168Z","1","9.89","9.89"
"5395161808001","Mining & Metals Tax Priorities","2017-04-12T08:06:42.546Z","0","0","0"
"5395309706001","MM_Solutions_Portfolio-Optimization.docx","2017-04-12T10:55:43.667Z","0","0","0"
"5396979629001","EYKeySpace","2017-04-13T09:26:26.055Z","0","0","0"
"5397024458001","NCEAA webcast replay","2017-04-13T10:14:10.670Z","2","1.37","2.75"
"5397042993001","Digital Disconnect Mining","2017-04-13T10:23:19.750Z","0","0","0"
"5397070063001","PCS - MRT - demo video","2017-04-13T10:58:01.896Z","4","64.32","257.27"
"5400505119001","PU Strategy Video","2017-04-17T03:04:29.342Z","0","0","0"
"5400584118001","How can we deliver a quality EY Audit to our private clients?","2017-04-17T07:18:37.024Z","3","20.87","62.6"
"5400752023001","EY private client audit experience","2017-04-17T12:13:27.417Z","0","0","0"
"5401464114001","EY private client audit experience","2017-04-18T01:57:25.827Z","5","54.06","270.31"
"5401637003001","Internal control effectiveness","2017-04-18T07:16:46.473Z","0","0","0"
"5401717342001","MM_Learning_and_Talent-Specialization-Journey","2017-04-18T09:23:01.429Z","0","0","0"
"5401806773001","Working capital assessment","2017-04-18T11:20:38.041Z","2","81.03","162.06"
"5401949510001","ABA Overview","2017-04-18T14:00:05.575Z","0","0","0"
"5401977380001","ABA Collecting client data","2017-04-18T14:23:39.403Z","0","0","0"
"5402034435001","ABA Analyze and deliver","2017-04-18T15:00:57.333Z","0","0","0"
"5403030960001","Digital in mining and metals","2017-04-19T07:35:22.339Z","5","88.73","443.66"
"5403433435001","ACA tax components and budget impact of repeal","2017-04-19T15:36:22.568Z","0","0","0"
"5403433102001","Impact of ACA repeal replace on payers, plan sponsors, and hospitals","2017-04-19T15:40:18.718Z","0","0","0"
"5403451153001","Importance of stabilizing the insurance markets","2017-04-19T15:42:28.036Z","0","0","0"
"5404262291001","ABA webcast 21-Nov-16 replay","2017-04-20T03:24:48.754Z","4","25.79","103.16"
"5404615772001","Expectations of Service Quality","2017-04-20T12:28:13.308Z","3","28.8","86.41"
"5404785742001","ERNST YOUNG okh264","2017-04-20T14:55:17.198Z","0","0","0"
"5404934458001","Working with procurement","2017-04-20T16:58:20.525Z","0","0","0"
"5404965617001","Establishing intimacy","2017-04-20T16:59:29.369Z","0","0","0"
"5404943656001","Social Styles","2017-04-20T17:00:29.914Z","0","0","0"
"5404953535001","The trust equation","2017-04-20T17:00:57.448Z","1","2.28","2.28"
"5404953536001","Client purchase decision roles","2017-04-20T17:01:23.211Z","0","0","0"
"5405865150001","Cybersecurity trends","2017-04-21T05:54:39.027Z","0","0","0"
"5405879536001","Steel outlook for 2017","2017-04-21T06:23:20.022Z","2","0","0"
"5405896922001","Winningsectorsolutions_1","2017-04-21T07:03:42.687Z","0","0","0"
"5405910578001","APAC Future of Tax Symposium Video","2017-04-21T07:07:32.612Z","1","0","0"
"5405968223001","Global Insurance Customer & Growth Overview","2017-04-21T08:51:50.928Z","3","46.83","140.48"
"5406501989001","Can complex geopolitical uncertainty and record M&A coexist? ","2017-04-21T17:53:32.632Z","0","0","0"
"5406696655001","GBB Megatrends functionality","2017-04-21T20:12:52.334Z","0","0","0"
"5406728576001","At a glance","2017-04-21T20:39:42.464Z","0","0","0"
"5406728579001","Disruption","2017-04-21T20:39:52.609Z","0","0","0"
"5406728582001","Event experience","2017-04-21T20:40:02.244Z","0","0","0"
"5406715682001","Growth","2017-04-21T20:40:20.354Z","0","0","0"
"5406710977001","Human role","2017-04-21T20:40:29.413Z","0","0","0"
"5406721719001","Making innovation","2017-04-21T20:40:39.764Z","0","0","0"
"5406728629001","Hal Gregerson","2017-04-21T20:50:57.208Z","0","0","0"
"5406736452001","Dr John Sotos","2017-04-21T20:51:06.736Z","0","0","0"
"5406715718001","April Rinne","2017-04-21T20:51:18.155Z","0","0","0"
"5406721742001","Alex Tapscott","2017-04-21T20:51:26.905Z","0","0","0"
"5406711091001","Seizing the upside","2017-04-21T20:51:35.427Z","0","0","0"
"5406728634001","New products, new markets","2017-04-21T20:51:44.126Z","0","0","0"
"5406715737001","Tina Sharkey","2017-04-21T20:58:51.589Z","0","0","0"
"5406751194001","Stowe Boyd","2017-04-21T20:59:02.068Z","0","0","0"
"5406751197001","Stephan Dolezalek","2017-04-21T20:59:13.091Z","0","0","0"
"5406751199001","Robert Tercek","2017-04-21T20:59:23.345Z","0","0","0"
"5406743634001","Rebecca Kantar","2017-04-21T20:59:34.320Z","0","0","0"
"5406721764001","Michael Norton","2017-04-21T20:59:44.391Z","0","0","0"
"5406751800001","Mark Hammond","2017-04-21T20:59:54.537Z","0","0","0"
"5406736479001","Jeff Dachis","2017-04-21T21:00:04.105Z","0","0","0"
"5406745956001","Horace Dediu","2017-04-21T21:00:13.903Z","0","0","0"
"5409175089001","Making innovation real","2017-04-24T14:01:17.013Z","0","0","0"
"5409164442001","Innovation, realized","2017-04-24T14:01:24.118Z","0","0","0"
"5409160297001","Innovation with purpose: Executive insights","2017-04-24T14:01:34.018Z","0","0","0"
"5409165433001","The path to sustainable growth: new products for new markets","2017-04-24T14:01:41.703Z","0","0","0"
"5409175094001","Reinventing the human role","2017-04-24T14:01:51.162Z","0","0","0"
"5409156572001","Innovation Realized: Seizing the upside of disruption","2017-04-24T14:01:58.666Z","0","0","0"
"5409164446001","EY explores the upside of disruption","2017-04-24T14:02:06.946Z","0","0","0"
"5410130494001","EY Global VAT Reporting Tool","2017-04-25T05:43:14.506Z","0","0","0"
"5410168529001","Asia-Pacific Tax Symposium Opening Video","2017-04-25T06:50:05.434Z","2","47.21","94.41"
"5410279500001","Can complex demands lead to a better working world?","2017-04-25T10:19:51.869Z","0","0","0"
"5410400496001","Why will clients want to use this service?","2017-04-25T12:52:56.954Z","0","0","0"
"5410400499001","What is PRM","2017-04-25T12:53:12.150Z","0","0","0"
"5410411251001","The role of Complexity Analysis","2017-04-25T12:54:05.170Z","0","0","0"
"5410452259001","The role of Complexity Analysis","2017-04-25T13:27:38.329Z","0","0","0"
"5410430508001","How PRM helps build our business with clients","2017-04-25T13:28:32.464Z","0","0","0"
"5410471651001","What_is_PRM","2017-04-25T13:42:55.634Z","0","0","0"
"5410474063001","What_is_PRM","2017-04-25T13:42:55.920Z","0","0","0"
"5410453408001","Why will clients want to use this service?","2017-04-25T13:43:10.204Z","0","0","0"
"5410453433001","What is PRM","2017-04-25T13:52:07.989Z","0","0","0"
"5410523705001","PU Strategy Video","2017-04-25T14:39:36.429Z","0","0","0"
"5410929166001","TonyQuiwelcome_1","2017-04-25T19:28:34.670Z","0","0","0"
"5410914461001","Tony Qui introduces Digital Decoded","2017-04-25T19:28:55.645Z","0","0","0"
"5411519700001","Future of Tax","2017-04-26T04:48:18.228Z","0","0","0"
"5411689337001","Jumpstart your pursuit prep with our pre-filtered O&G searches in Discover","2017-04-26T09:05:39.426Z","0","0","0"
"5412353259001","Refresher Video Tutorial (For those who have created an OnCorps account and require a refresh on how","2017-04-26T19:15:03.335Z","0","0","0"
"5412870931001","How to write a LinkedIn blog","2017-04-27T03:44:11.876Z","2","17.73","35.45"
"5412879877001","What does your digital profile say about you?","2017-04-27T03:44:56.695Z","1","0","0"
"5413073187001","Deborah Byers FOX Business interview","2017-04-27T08:33:59.078Z","0","0","0"
"5413074194001","Global Cash Tax Services database","2017-04-27T08:36:17.370Z","2","19.13","38.26"
"5413256193001","NormanLonergan-AdvisoryCONNECTED","2017-04-27T12:50:34.356Z","0","0","0"
"5413479207001","Get more out of your career and The consulting alternative","2017-04-27T15:21:26.524Z","4","40.76","163.05"
"5413475359001","Global people culture","2017-04-27T15:21:45.963Z","4","49.47","197.88"
"5413477799001","Intro","2017-04-27T15:22:08.809Z","4","65.19","260.75"
"5413479242001","New ways of working","2017-04-27T15:22:33.054Z","4","69.33","277.32"
"5413474331001","Summary","2017-04-27T15:22:43.243Z","3","48.89","146.67"
"5413481442001","Transactions re-imagined and Closing the gap","2017-04-27T15:23:07.334Z","3","64.6","193.8"
"5414678445001","EY Capital Confidence Barometer, US highlights, finds that US remains focused on M&A. Learn why.","2017-04-28T07:50:42.085Z","0","0","0"
"5414678449001","EY US Capital Confidence Barometer CCB16 US","2017-04-28T07:51:41.002Z","0","0","0"
"5415027088001","Business Tax Agenda example client meeting","2017-04-28T14:39:14.930Z","1","80.41","80.41"
"5422649171001","Introducing the Steel Hub ","2017-05-05T06:00:14.204Z","0","0","0"
"5422653021001","Global Cash Tax database video","2017-05-05T06:04:39.747Z","5","73.96","369.8"
"5422727991001","EMEIA BTS Academy Lunch and Learn Webcast Replay","2017-05-05T07:45:36.386Z","5","5.41","27.05"
"5422961818001","CCB16 US_v4_music_plasma","2017-05-05T12:38:25.633Z","0","0","0"
"5422998955001","Digital Strategy 2028","2017-05-05T13:48:38.453Z","1","1.03","1.03"
"5423221920001","‘How to’ post social media  ","2017-05-05T16:17:25.648Z","0","0","0"
"5425814214001","EY GSP-ASP Solution Experience Demo","2017-05-08T12:09:03.234Z","2","47.5","94.99"
"5426996213001","Applying CRS to PCS","2017-05-09T10:18:43.982Z","0","0","0"
"5428556522001","PCTS Webcast-12 January 2017","2017-05-10T11:21:12.070Z","0","0","0"
"5428747551001","Engaged Aging","2017-05-10T14:41:19.297Z","0","0","0"
"5429820127001","TEC Pre-read video","2017-05-11T06:26:31.479Z","1","5.59","5.59"
"5429898070001","Mark Weinberger on Yahoo!","2017-05-11T08:16:32.323Z","2","21.41","42.82"
"5430166199001","EY CAART Tool","2017-05-11T14:11:28.323Z","1","2.98","2.98"
"5431431469001","Snapshot: 2017 outlook and 2016 trends                                                ","2017-05-12T09:34:53.746Z","0","0","0"
"5431465438001","Catch the highlights of EOY 2016 ","2017-05-12T10:14:05.243Z","0","0","0"
"5436021751001","Paul - Advisory Strategy","2017-05-16T11:00:20.896Z","0","0","0"
"5436305832001","Spotlight: Martin Hurst and Charles Honnywill - Video 5","2017-05-16T14:47:19.216Z","0","0","0"
"5436301422001","A European view on commercial due diligence from the 2017 Global Corporate Divestment Study","2017-05-16T14:49:03.111Z","2","41.55","83.1"
"5436307647001","A European view on digital disruption from the 2017 Global Corporate Divestment Study","2017-05-16T14:49:26.000Z","2","42.24","84.48"
"5436305854001","Spotlight: Martin Hurst and Charles Honnywill - Video 3","2017-05-16T14:49:47.570Z","0","0","0"
"5436305856001","A European view on geopolitical uncertainty from the 2017 Global Corporate Divestment Study","2017-05-16T14:50:09.045Z","1","0","0"
"5436307663001","Spotlight: Martin Hurst and Charles Honnywill - Video 6","2017-05-16T14:50:28.562Z","0","0","0"
"5436307667001","Spotlight:  Martin Hurst and Charles Honnywill - Video 7","2017-05-16T14:50:45.793Z","0","0","0"
"5436301440001","Spotlight: Martin Hurst and Charles Honnywill - Video 8","2017-05-16T14:51:05.190Z","0","0","0"
"5438110667001","EY EMEIA FSO Legal Services","2017-05-17T17:52:49.268Z","0","0","0"
"5439067149001","Gerdau’s digital journey with EY","2017-05-18T06:02:24.576Z","4","26.3","105.21"
"5439103378001","Global Transaction Support quarterly update - May 2016","2017-05-18T06:48:27.469Z","0","0","0"
"5439104093001","Global Transaction Support quarterly update – October 2016","2017-05-18T06:48:27.472Z","0","0","0"
"5439108360001","Global Transaction Support quarterly update – December 2016","2017-05-18T06:48:27.498Z","0","0","0"
"5439541798001","GSP ASP presentation video","2017-05-18T14:09:47.963Z","1","0.99","0.99"
"5439955616001","In case you missed it: The story of The Honest Company","2017-05-18T18:52:32.571Z","2","1.34","2.68"
"5443321759001","Private Equity","2017-05-22T07:56:26.338Z","1","0.91","0.91"
"5443372344001","Global PEs Cyclical Chance to Buy in Energy","2017-05-22T09:43:38.823Z","0","0","0"
"5443359748001","PE_Acquisitions","2017-05-22T09:43:49.960Z","0","0","0"
"5443364479001","PE_Cybersecurity","2017-05-22T09:44:09.060Z","0","0","0"
"5443382173001","PE_Dry Powder","2017-05-22T09:44:20.846Z","0","0","0"
"5443364481001","PE_Emerging markets","2017-05-22T09:44:46.634Z","0","0","0"
"5443367788001","PE_Exits_IPOs","2017-05-22T09:45:01.831Z","0","0","0"
"5443364482001","PE_Fundraising","2017-05-22T09:45:16.522Z","0","0","0"
"5443366817001","PE_Latam","2017-05-22T09:45:34.536Z","0","0","0"
"5443447764001","Restructuring animation","2017-05-22T12:00:02.451Z","0","0","0"
"5443509580001","EYD WPP - accessing attributes in Word and PowerPoint","2017-05-22T13:18:41.327Z","1","48.3","48.3"
"5443530569001","EYD WPP using attributes in Word and PowerPoint ","2017-05-22T13:37:08.252Z","3","33.7","101.11"
"5443530570001","EYDelivers WPP - assemble a WPP report","2017-05-22T13:37:27.711Z","2","9.93","19.87"
"5443531084001","EYD WPP elearning video","2017-05-22T13:37:59.650Z","0","0","0"
"5443530575001","EYD WPP help and support","2017-05-22T13:38:23.816Z","0","0","0"
"5443525951001","EYD WPP reusing a WPP report","2017-05-22T13:38:38.449Z","1","0.62","0.62"
"5443530576001","EYDelivers WPP specifying dliverable properties","2017-05-22T13:38:59.673Z","0","0","0"
"5444629451001","Private Equity Quarterly Update Webcast March 2017","2017-05-23T08:32:55.587Z","1","48.79","48.79"
"5444636810001","Private Equity Quarterly Update Webcast October 2016","2017-05-23T08:34:13.163Z","1","0.06","0.06"
"5444627282001","Private Equity Special Update Webcast","2017-05-23T08:35:53.401Z","0","0","0"
"5445460823001","OGM Workflow Demo","2017-05-23T20:55:36.744Z","0","0","0"
"5446049895001","Private Equity in India","2017-05-24T06:49:31.256Z","0","0","0"
"5446207623001","Participatory health","2017-05-24T10:14:05.926Z","1","19.47","19.47"
"5446213837001","The future belongs to the connected","2017-05-24T10:17:01.792Z","1","0","0"
"5446217070001","Introducing Organizational Capability Excellence","2017-05-24T10:23:30.850Z","2","57.84","115.69"
"5446276706001","Tax Controversy Final Converted","2017-05-24T11:21:07.085Z","0","0","0"
"5446520450001","EYDelivers Camtasia Audio and Scripts","2017-05-24T14:52:08.314Z","0","0","0"
"5446506703001","EYD Train The Trainer Americas Sep2013","2017-05-24T14:55:58.750Z","0","0","0"
"5446508567001","Advisory Soft launch deployment_Train The TrainerSkills Builder recording","2017-05-24T14:56:32.942Z","0","0","0"
"5446520477001","Skills Builder - EYDelivers EMEIA Sep.2013","2017-05-24T14:57:10.233Z","0","0","0"
"5452106683001","Copyright-eLearning","2017-05-29T13:58:50.651Z","0","0","0"
"5452131733001","List and Library Apps in SharePoint Team Site","2017-05-29T14:48:18.571Z","0","0","0"
"5452141706001","Using the Ribbon Navigation Bar in SharePoint R3","2017-05-29T14:56:07.819Z","0","0","0"
"5452141777001","Version Control in SharePoint Team Site","2017-05-29T15:12:35.823Z","0","0","0"
"5452146392001","Community Features Overview","2017-05-29T15:15:34.288Z","0","0","0"
"5452157204001","Published Content Repositories","2017-05-29T15:24:13.084Z","0","0","0"
"5452195595001","Private Client Services: ICE webcast replay of 11 May 2017","2017-05-29T16:38:47.916Z","5","24.09","120.44"
"5452255106001","EYDelivers_Deliver winning engagements with EYDelivers_Americas_2014","2017-05-29T18:27:16.561Z","0","0","0"
"5452255107001","EY Delivers v2-1  Project Server Beta eLearning demonstration","2017-05-29T18:27:33.447Z","0","0","0"
"5452941945001","Accessing the RTS and Requesting a site","2017-05-30T12:23:17.714Z","0","0","0"
"5452941946001","Refreshing engagement info","2017-05-30T12:23:22.736Z","0","0","0"
"5452941948001","Accessing resource materials on the EYD Tools page","2017-05-30T12:23:24.435Z","0","0","0"
"5452939946001","Discarding a document check out final","2017-05-30T12:23:24.484Z","0","0","0"
"5452946784001","Restoring deleted items from recycle bins final","2017-05-30T12:23:24.488Z","0","0","0"
"5452946785001","Creating a project","2017-05-30T12:23:24.498Z","0","0","0"
"5452935203001","Archiving and closing a site final","2017-05-30T12:23:24.499Z","0","0","0"
"5452939947001","Adding resources and assigning security roles","2017-05-30T12:23:24.653Z","0","0","0"
"5452949740001","EYDelivers Archiving and Closing An Engagement - Archiving and closing an engagement - Steps for Arc","2017-05-30T12:32:46.696Z","0","0","0"
"5452941978001","EYDelivers Archiving and Closing An Engagement - Archiving and closing an engagement- Controling the","2017-05-30T12:32:55.030Z","0","0","0"
"5452939987001","EYDelivers Archiving and Closing An Engagement - Archiving and closing an engagement-1","2017-05-30T12:33:01.267Z","0","0","0"
"5452939491001","EYDelivers Archiving and Closing An Engagement - Archiving and closing an engagement-2","2017-05-30T12:33:08.913Z","0","0","0"
"5452939989001","EYDelivers Archiving and Closing An Engagement - Archiving and closing an engagement-3","2017-05-30T12:33:13.665Z","0","0","0"
"5452935230001","EYDelivers Archiving and Closing An Engagement - Archiving and closing an engagement-4","2017-05-30T12:33:17.689Z","0","0","0"
"5452946816001","EYDelivers Archiving and Closing An Engagement - Archiving and closing an engagement-5","2017-05-30T12:33:22.973Z","0","0","0"
"5453156253001","EYDelivers Masterclass for Advisory Knowledge Champions (Americas) - EYDMasterclassKC - October 17 2013","2017-05-30T15:33:38.031Z","0","0","0"
"5454191037001","Blockchain and the future of Energy  ","2017-05-31T09:45:38.560Z","0","0","0"
"5454301591001","EYDelivers Initial Site Set up","2017-05-31T12:12:34.921Z","0","0","0"
"5454808194001","EYDelivers Masterclass for Advisory Knowledge Champions (Americas) - EYDMasterclassKC - October 17 2013","2017-05-31T18:50:03.756Z","0","0","0"
"5455780403001","ey-fru-tax-beps","2017-06-01T10:48:40.453Z","0","0","0"
"5456037598001","EYDelivers elearning video - review and approval","2017-06-01T14:59:17.585Z","5","4.56","22.8"
"5456144968001","EYDelivers Masterclass for Advisory Knowledge Champions May 2014","2017-06-01T16:15:47.226Z","0","0","0"
"5457423887001","The Disruption Series Digital Tax strategy","2017-06-02T13:20:33.420Z","0","0","0"
"5457431829001","The Disruption Series Innovation in tax","2017-06-02T13:20:41.818Z","0","0","0"
"5457726936001","Welcome message from our Global Cybersecurity Leader","2017-06-02T17:16:59.185Z","2","68.18","136.36"
"5461008457001","Health Reimagined Japanese","2017-06-06T06:11:41.113Z","0","0","0"
"5461366026001","BoardEx – eLearning","2017-06-06T14:31:11.117Z","0","0","0"
"5462627481001","FSO Regional Managing Partner, Anthony Caterino’s Why story","2017-06-07T13:10:01.070Z","0","0","0"
"5463896393001","ey-fru-consistent","2017-06-08T07:42:58.455Z","0","0","0"
"5463896398001","ey-fru-enviro-gov-social","2017-06-08T07:44:14.132Z","0","0","0"
"5463859515001","ey-fru-ifrs","2017-06-08T07:50:31.418Z","0","0","0"
"5463892077001","ey-fru-pan-discussion","2017-06-08T07:55:28.952Z","0","0","0"
"5464029961001","Tax Agenda Version 5","2017-06-08T10:12:31.062Z","5","81.9","409.52"
"5464080634001","2017 Tax Risk and Controversy Survey Series","2017-06-08T10:53:44.926Z","0","0","0"
"5464187572001","An overview of Indirect Tax e-learning","2017-06-08T12:32:58.850Z","0","0","0"
"5465547053001","Managing indirect tax refunds","2017-06-09T08:58:15.013Z","0","0","0"
"5465551388001","Global VAT Reporting Tool","2017-06-09T08:58:43.220Z","0","0","0"
"5465681144001","Tax_Agenda_animation","2017-06-09T12:45:37.367Z","0","0","0"
"5468994427001","FSO Why story with Peter Davis, Americas FSO Advisory Managing Partner","2017-06-13T08:00:45.918Z","0","0","0"
"5469200754001","EYDelivers elearning video – review and approval","2017-06-13T12:05:22.815Z","0","0","0"
"5469433604001","Our FSO Why Story | Chapter six: Nadine Mirchandani","2017-06-13T15:32:31.080Z","1","0","0"
"5469817308001","FSO Why story with Janet Truncale, Americas FSO Assurance Managing Partner","2017-06-13T19:42:17.749Z","0","0","0"
"5469858968001","FSO Why story with Paul Stroud, Americas FSO Tax Managing Partner","2017-06-13T20:24:56.156Z","0","0","0"
"5470411153001","Reinventing MandA and integration strategy in a digital world","2017-06-14T06:27:19.507Z","4","52.89","211.57"
"5470604401001","EY explores new frontiers with Lloyd’s of London","2017-06-14T10:15:54.717Z","0","0","0"
"5470624499001","Global Insurance Advisory quarterly update - Dave Hollander","2017-06-14T10:36:12.623Z","0","0","0"
"5470678858001","Global Insurance Advisory quarterly update - Dave Hollander November ","2017-06-14T11:37:39.402Z","0","0","0"
"5470678928001","Global Insurance FY15 accomplishments with Dave Hollander Aug 2015","2017-06-14T11:56:53.186Z","0","0","0"
"5470689399001","Global Insurance Advisory quarterly update - Dave Hollander November ","2017-06-14T12:02:52.952Z","0","0","0"
"5470707587001","Market Segmentation-low-res","2017-06-14T12:16:02.713Z","2","1.79","3.57"
"5470754217001","Global Insurance Assurance update Dec 2015","2017-06-14T12:57:58.378Z","0","0","0"
"5470750915001","Generali account team - Matteo Brusatori, Dario Zuppi and Angelo Merli","2017-06-14T13:02:59.688Z","0","0","0"
"5470764405001","Fraud Investigations and Dispute Services capabilities - Todd Marlin","2017-06-14T13:06:17.619Z","0","0","0"
"5470763021001","Global-Insurance-TAS-update-with-David-Lambert-Dec-2015","2017-06-14T13:11:19.602Z","0","0","0"
"5470777889001","Global Insurance Tax Leader Hugh von","2017-06-14T13:30:12.413Z","0","0","0"
"5472284879001","Global Insurance Analytics and Data Excellence update - Kevin Koenig","2017-06-15T13:05:41.735Z","0","0","0"
"5472286551001","Global Insurance customer and growth update - Bernhard Klein Wassink","2017-06-15T13:10:00.461Z","0","0","0"
"5472296600001","Global Insurance Technology update - Raj Sharma","2017-06-15T13:10:10.220Z","0","0","0"
"5472321623001","Finance, Risk and Actuarial Change (FRAC) overview - Martin Bradley","2017-06-15T13:32:36.471Z","0","0","0"
"5472348764001","2014 Global Consumer Insurance Survey","2017-06-15T14:09:05.259Z","1","100","100"
"5472368493001","Martin Bradley, EY’s global insurance risk and regulatory leader, discusses the most pressing risk and regulatory issues","2017-06-15T14:09:34.053Z","0","0","0"
"5472357541001","Overcoming finance, risk and actuarial challenges - Martin Bradley","2017-06-15T14:09:45.585Z","0","0","0"
"5472372817001","Retirement services providers get money in motion","2017-06-15T14:09:56.408Z","1","97.2","97.2"
"5472357128001","Simplifying customer communication","2017-06-15T14:10:05.513Z","5","70.17","350.84"
"5472355699001","The Underwriter of the Future","2017-06-15T14:10:15.984Z","0","0","0"
"5472357553001","What are Insurance companies concerned about - Bernhard Klein Wassink","2017-06-15T14:10:25.575Z","3","98.64","295.91"
"5472596190001","EY Restructuring - Transforming outcomes","2017-06-15T16:51:13.393Z","0","0","0"
"5472602377001","Talking Telecomms","2017-06-15T17:05:00.804Z","0","0","0"
"5474066606001","Perspectives on opportunities for EY Insurance in Latin America","2017-06-16T15:35:23.354Z","0","0","0"
"5474065329001","Insurance sector introduction","2017-06-16T15:35:32.448Z","3","51.13","153.39"
"5474064713001","Sector insights: Insurance","2017-06-16T15:35:59.686Z","0","0","0"
"5474323854001","TAS and ASQ: strengthening relationships and increasing revenue","2017-06-16T18:39:27.386Z","0","0","0"
"5474369431001","Africa is rising","2017-06-16T19:22:38.296Z","0","0","0"
"5474359267001","2014 priorities for the global insurance industry","2017-06-16T19:22:52.585Z","0","0","0"
"5474355635001","Understanding the Brazilian insurance market","2017-06-16T19:23:03.735Z","0","0","0"
"5474371650001","Pay as you live insurance empowered by smart technology","2017-06-16T19:23:19.578Z","0","0","0"
"5474408214001","Shaun Crawford compares the BRIC markets","2017-06-16T19:58:39.493Z","0","0","0"
"5474416140001","Shaun Crawford compares the global insurance markets","2017-06-16T19:58:51.640Z","0","0","0"
"5474400470001","The most important issues facing insurers - John Santosuosso","2017-06-16T19:59:03.081Z","0","0","0"
"5474408218001","Understanding the evolving tax landscape - Hugh von Bergen","2017-06-16T19:59:24.736Z","0","0","0"
"5474947194001","Sector insights: Insurance","2017-06-17T09:33:04.824Z","0","0","0"
"5475002917001","The Next Step Forward: Insurance perspective","2017-06-17T11:41:07.401Z","2","0","0"
